#From;To;Type;Through;Data;Comment
#
# American Straits
#
1259;1593;impassable;0;0;scary mountain
1238;1592;impassable;0;0;scary mountain
1244;1592;impassable;0;0;scary mountain
1235;1592;impassable;0;0;scary mountain
1226;1592;impassable;0;0;scary mountain
1327;1592;impassable;0;0;scary mountain
1328;1592;impassable;0;0;scary mountain
1225;1594;impassable;0;0;scary mountain
1226;1594;impassable;0;0;scary mountain

465;607;impassable;0;0; Анси-Женева
#451;607;impassable;0;0; Lion-Женева
432;607;impassable;0;0; Bezancon-Женева
432;608;impassable;0;0; Bezancon-Newschatel
#432;604;impassable;0;0; Bezancon-Basel
#410;604;impassable;0;0; Kolmar-Basel
#604;587;impassable;0;0; Freiburg-Basel
609;465;impassable;0;0; Sion-Ansi
#721;609;impassable;0;0; Sion-Aosta
722;609;impassable;0;0; Sion-Novara
2568;722;impassable;0;0; Lugano-Novara
2568;726;impassable;0;0; Lugano-Milan
2568;727;impassable;0;0; Lugano-Bergamo
611;727;impassable;0;0; Chur-Bergamo
#611;735;impassable;0;0; Chur-Bolzano
611;612;impassable;0;0; Chur-Insbruck
611;614;impassable;0;0; Chur-Bregenz
#603;614;impassable;0;0; Zurich-Bregenz
#588;603;impassable;0;0; Zurich-Konstanz
#587;603;impassable;0;0; Zurich-Freiburg
722;606;impassable;0;0; Lucern-Novara
#433;607;impassable;0;0; Geneva-Lon



613;599;impassable;0;0; Munich-Salzburg
560;627;impassable;0;0; Carlsbad-Chemnitz
637;705;impassable;0;0; Kosice-Pchemysl
661;663;impassable;0;0; Besterne-Suchava
660;672;impassable;0;0; Udvarkhesh-Bakeu
659;667;impassable;0;0; Brashov-Tyrgoviste
657;667;impassable;0;0; Sibiu-Tyrgoviste
657;665;impassable;0;0; Sibiu-Tyrguzhiu
605;722;impassable;0;0; Bern-Novara

1716;1782;impassable;0;0; Tinduf-Bir
1717;1782;impassable;0;0; Shenashen-Bir
1806;1722;impassable;0;0; Tin-Tao
1807;1722;impassable;0;0; Tin-Tes
1807;1721;impassable;0;0; Ingez-Tes
1813;1721;impassable;0;0; Ingez-Arlit
1814;1721;impassable;0;0; Ingez-Madama
1814;1741;impassable;0;0; Murzuk-Madama
1825;1741;impassable;0;0; Murzuk-Zuar
1825;2585;impassable;0;0; Matan-Zuar
1826;2585;impassable;0;0; Matan-Fia
1842;2585;impassable;0;0; Matan-Yna
1717;1806;impassable;0;0; Shenashen-Tao
2034;1991;impassable;0;0; Kigali-Uvira
2035;1991;impassable;0;0; Kigali-Uvira
2020;1991;impassable;0;0; Mbarara-Uvira
2020;1997;impassable;0;0; Mbarara-Mungbane
2021;1998;impassable;0;0; Mungbane-Masindi
2021;1997;impassable;0;0; Baramo-Masindi


#
# The canals  
#
2711;2721;canal;369;1;Kiel Canal
2781;2769;canal;1755;2;Suez Canal
2968;3001;canal;1723;3;Panama Canal
2772;2773;canal;865;4;Dardanell
2774;2773;canal;860;5;Bosfor
2746;2925;canal;517;6;Gibraltar 1
2746;2747;canal;517;7;Gibraltar 2
2746;2745;canal;517;8;Gibraltar 3
2712;2720;canal;367;9;Olfborg
2712;2711;canal;372;10;Copenhagen
2736;2737;canal;254;11;Belfast
2776;2777;canal;966;12;Kerch
2707;2708;canal;353;13;Saaremaa
2707;2709;canal;353;14;Saaremaa
2707;2706;canal;353;15;Saaremaa
2708;2706;canal;348;16;Aland
2783;2782;canal;1412;17;Aden
2783;2782;canal;1875;18;Djibouti
2726;2738;canal;274;19;Cardigan
2788;2787;canal;1168;20;Persian Gulf
2832;2833;canal;1086;21;North Sakhalin
2839;2831;canal;1087;22;South Sakhalin
2841;2840;canal;1642;23;Khakodate
2840;2839;canal;1089;24;Etorofu
2894;2839;canal;1088;25;Shumshu
