Pixel at 5614,0: no province for rgb 1,222,200; neighbors are [Sea of Antarctica (51,221,251), Sea of Antarctica (51,221,251), Sea of Antarctica (51,221,251)]
Pixel at 1277,226: no province for rgb 107,252,252; neighbors are [Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253)]
Pixel at 1278,226: no province for rgb 105,246,246; neighbors are [Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253)]
Pixel at 1279,226: no province for rgb 102,241,241; neighbors are [Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253)]
Pixel at 1280,226: no province for rgb 107,251,251; neighbors are [Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253), Southern Pacific #24 (108,253,253)]
Pixel at 4929,231: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4929,232: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4933,232: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4934,232: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4929,233: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4932,233: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4933,233: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4934,233: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4935,233: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4929,234: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4930,234: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4931,234: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4932,234: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4933,234: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4935,234: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4930,235: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4931,235: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,235: no province for rgb 1,222,200; neighbors are []
Pixel at 4933,235: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4934,235: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4930,236: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4931,236: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,236: no province for rgb 1,222,200; neighbors are []
Pixel at 4933,236: no province for rgb 1,222,200; neighbors are []
Pixel at 4934,236: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4930,237: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4931,237: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,237: no province for rgb 1,222,200; neighbors are []
Pixel at 4933,237: no province for rgb 1,222,200; neighbors are []
Pixel at 4934,237: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4930,238: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4931,238: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,238: no province for rgb 1,222,200; neighbors are []
Pixel at 4933,238: no province for rgb 1,222,200; neighbors are []
Pixel at 4934,238: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4956,238: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4930,239: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4931,239: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,239: no province for rgb 1,222,200; neighbors are []
Pixel at 4933,239: no province for rgb 1,222,200; neighbors are []
Pixel at 4934,239: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4956,239: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4930,240: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4931,240: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,240: no province for rgb 1,222,200; neighbors are []
Pixel at 4933,240: no province for rgb 1,222,200; neighbors are []
Pixel at 4934,240: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4956,240: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4928,241: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4929,241: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4930,241: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4931,241: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,241: no province for rgb 1,222,200; neighbors are []
Pixel at 4933,241: no province for rgb 1,222,200; neighbors are []
Pixel at 4934,241: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4956,241: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4957,241: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4921,242: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4922,242: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4923,242: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4927,242: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4928,242: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4929,242: no province for rgb 1,222,200; neighbors are []
Pixel at 4930,242: no province for rgb 1,222,200; neighbors are []
Pixel at 4931,242: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,242: no province for rgb 1,222,200; neighbors are []
Pixel at 4933,242: no province for rgb 1,222,200; neighbors are []
Pixel at 4934,242: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4957,242: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4913,243: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4921,243: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4923,243: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4924,243: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4927,243: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4928,243: no province for rgb 1,222,200; neighbors are []
Pixel at 4929,243: no province for rgb 1,222,200; neighbors are []
Pixel at 4930,243: no province for rgb 1,222,200; neighbors are []
Pixel at 4931,243: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,243: no province for rgb 1,222,200; neighbors are []
Pixel at 4933,243: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4934,243: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4957,243: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4958,243: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4912,244: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4913,244: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4921,244: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4924,244: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4925,244: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4927,244: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4928,244: no province for rgb 1,222,200; neighbors are []
Pixel at 4929,244: no province for rgb 1,222,200; neighbors are []
Pixel at 4930,244: no province for rgb 1,222,200; neighbors are []
Pixel at 4931,244: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,244: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4933,244: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4957,244: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4958,244: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207)]
Pixel at 4959,244: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4912,245: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4913,245: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4914,245: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4921,245: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4925,245: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4926,245: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4927,245: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4928,245: no province for rgb 1,222,200; neighbors are []
Pixel at 4929,245: no province for rgb 1,222,200; neighbors are []
Pixel at 4930,245: no province for rgb 1,222,200; neighbors are []
Pixel at 4931,245: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,245: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4957,245: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4958,245: no province for rgb 1,222,200; neighbors are []
Pixel at 4959,245: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207)]
Pixel at 4960,245: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4913,246: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4914,246: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4915,246: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4919,246: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4920,246: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4921,246: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4926,246: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4927,246: no province for rgb 1,222,200; neighbors are []
Pixel at 4928,246: no province for rgb 1,222,200; neighbors are []
Pixel at 4929,246: no province for rgb 1,222,200; neighbors are []
Pixel at 4930,246: no province for rgb 1,222,200; neighbors are []
Pixel at 4931,246: no province for rgb 1,222,200; neighbors are []
Pixel at 4932,246: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4957,246: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4958,246: no province for rgb 1,222,200; neighbors are []
Pixel at 4959,246: no province for rgb 1,222,200; neighbors are []
Pixel at 4960,246: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207)]
Pixel at 4961,246: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4915,247: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4916,247: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4917,247: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4918,247: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4919,247: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4920,247: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4926,247: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4927,247: no province for rgb 1,222,200; neighbors are []
Pixel at 4928,247: no province for rgb 1,222,200; neighbors are []
Pixel at 4929,247: no province for rgb 1,222,200; neighbors are []
Pixel at 4930,247: no province for rgb 1,222,200; neighbors are []
Pixel at 4931,247: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4932,247: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4957,247: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4958,247: no province for rgb 1,222,200; neighbors are []
Pixel at 4959,247: no province for rgb 1,222,200; neighbors are []
Pixel at 4960,247: no province for rgb 1,222,200; neighbors are []
Pixel at 4961,247: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207)]
Pixel at 4962,247: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4917,248: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4918,248: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4925,248: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4926,248: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4927,248: no province for rgb 1,222,200; neighbors are []
Pixel at 4928,248: no province for rgb 1,222,200; neighbors are []
Pixel at 4929,248: no province for rgb 1,222,200; neighbors are []
Pixel at 4930,248: no province for rgb 1,222,200; neighbors are []
Pixel at 4931,248: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4957,248: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4958,248: no province for rgb 1,222,200; neighbors are []
Pixel at 4959,248: no province for rgb 1,222,200; neighbors are []
Pixel at 4960,248: no province for rgb 1,222,200; neighbors are []
Pixel at 4961,248: no province for rgb 1,222,200; neighbors are []
Pixel at 4962,248: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207)]
Pixel at 4963,248: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4916,249: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4917,249: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4924,249: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4925,249: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4926,249: no province for rgb 1,222,200; neighbors are []
Pixel at 4927,249: no province for rgb 1,222,200; neighbors are []
Pixel at 4928,249: no province for rgb 1,222,200; neighbors are []
Pixel at 4929,249: no province for rgb 1,222,200; neighbors are []
Pixel at 4930,249: no province for rgb 1,222,200; neighbors are []
Pixel at 4931,249: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4957,249: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4958,249: no province for rgb 1,222,200; neighbors are []
Pixel at 4959,249: no province for rgb 1,222,200; neighbors are []
Pixel at 4960,249: no province for rgb 1,222,200; neighbors are []
Pixel at 4961,249: no province for rgb 1,222,200; neighbors are []
Pixel at 4962,249: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207)]
Pixel at 4963,249: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4916,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4917,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4922,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4923,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4924,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4925,250: no province for rgb 1,222,200; neighbors are []
Pixel at 4926,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4927,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4928,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4929,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4930,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4931,250: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4956,250: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4957,250: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207)]
Pixel at 4958,250: no province for rgb 1,222,200; neighbors are []
Pixel at 4959,250: no province for rgb 1,222,200; neighbors are []
Pixel at 4960,250: no province for rgb 1,222,200; neighbors are []
Pixel at 4961,250: no province for rgb 1,222,200; neighbors are []
Pixel at 4962,250: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4917,251: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4922,251: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4923,251: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207)]
Pixel at 4924,251: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4925,251: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4926,251: no province for rgb 1,222,200; neighbors are [Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207), Tarcoola (17,223,207)]
Pixel at 4954,251: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4955,251: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207), Oodnadatta (144,96,207)]
Pixel at 4956,251: no province for rgb 1,222,200; neighbors are [Oodnadatta (144,96,207)]
Pixel at 4957,251: no province for rgb 1,222,200; neighbors are []
Pixel at 4958,251: no province for rgb 1,222,200; neighbors are []
