research_project_cooldown_desc;Мы не можем начинать исследование новых проектов до истечения модификатора.;X
SyntheticPolymersBuyRequest_rproj_EvtName;Синтетические полимеры;X
GasDefenceBuyRequest_rproj_EvtName;Противогаз;X
GasAttackBuyRequest_rproj_EvtName;Газовая атака;X
SyntheticPolymersBuyRequestAccepted_rproj_EvtDesc;Держава $FROMCOUNTRY$ согласилась продать нам технологию §Bсинтетические полимеры§!;X
GasAttackBuyRequestAccepted_rproj_EvtDesc;Держава $FROMCOUNTRY$ согласилась продать нам технологию §Bгазовая атака§!.;X
GasDefenceBuyRequestAccepted_rproj_EvtDesc;Держава $FROMCOUNTRY$ согласилась продать нам технологию §Bхимическая защита§!.;X
research_menu_cooldown_cmodifier;Откат: Меню научных проектов;X
research_menu_cooldown_cmodifier_desc;Мы не можем пользоваться меню научных проектов до истечения модификатора.;X
synthetic_polymers_researched_cflag;Синтетические полимеры исследованы;X
BuyRequest_rproj_EvtName;Запрос на покупку технологии;X
SyntheticPolymersBuyRequest_rproj_EvtDesc;Страна $FROMCOUNTRY$ запросила технологию §Bсинтетические полимеры§!.;X
GasDefenceBuyRequest_rproj_EvtDesc;Страна $FROMCOUNTRY$ запросила технологию §Bхимическая защита§!.;X
GasAttackBuyRequest_rproj_EvtDesc;Страна $FROMCOUNTRY$ запросила технологию §Bприменение химических атак§!.;X
rproj_BuyRequest_EvtOptDeny;Отказать;X
rproj_BuyRequest_EvtOptAccept;Принять;X
Generic_rproj_EvtOptBuyRequest;Купить технологию;X
Generic_rproj_EvtOptStartResearch;Начать исследование;X
Chemical_Weapons_rproj_EvtName;Химические атаки;X
Chemical_Defence_rproj_EvtName;Химическая защита;X
Chemical_Defence_rproj_EvtName;Противогаз;X
SyntheticPolymers_rproj_EvtName;Синтетические полимеры;X
SyntheticPolymers_rproj_EvtDesc;Синтетические полимеры - проект, открывающий доступ к заводам синтетической резины.;X
ChemAttack_rproj_EvtDesc;Химическая атака. Выберите действие;X
ChemAttack_rproj_EvtName;Химические атаки;X
ChemDefence_rproj_EvtName;Химическая защита;X
Generic_rproj_EvtDesc;Выберите действие.;X
synthetic_polymers_research_project_cmodifier;Идёт исследование: Синтетические полимеры;X
synthetic_polymers_research_project_cmodifier_desc;По истечению модификатора, мы получим это изобретение.;X
gas_attack_research_project_cmodifier;Идёт исследование: Химическая атака;X
gas_defence_research_project_cmodifier;Идёт исследование: Химическая защита;X
gas_attack_research_project_cmodifier_desc;По истечению модификатора, мы получим это изобретение.;X
gas_defence_research_project_cmodifier_desc;По истечению модификатора, мы получим это изобретение.;X
Generic_rproj_EvtOptStartStopSelling;Продажа технологии;X
CUSTOM_TOOLTIP_PROJECT_IN_PROGRESS;§bСостояние проекта: §LИССЛЕДОВАНИЕ ИДЁТ§!;X
CUSTOM_TOOLTIP_PROJECT_DONE;§bСостояние проекта: §GИССЛЕДОВАНИЕ ЗАВЕРШЕНО§!;X
CUSTOM_TOOLTIP_PROJECT_NOT_DONE;§bСостояние проекта: §RНЕ ИССЛЕДОВАН§!;X
CUSTOM_TOOLTIP_NOT_RESEARCHED_ERROR;§RОШИБКА:§! Проект не исследован\n;X
CUSTOM_TOOLTIP_RPROJ_COOLDOWN;§RОШИБКА:§! Вы не можете исследовать проекты чаще чем раз в 10 лет. Проверьте модификаторы страны.\n\n;X
CUSTOM_TOOLTIP_RPROJ_IS_NOT_SELLING;Мы §RНЕ получаем§! запросы о покупке технологии;X
CUSTOM_TOOLTIP_RPROJ_IS_SELLING;Мы §Gполучаем§! запросы о покупке технологии;X
CUSTOM_TOOLTIP_PORT_ANTI_MAINTAINANCE;§RТри случайных морских базы в стране будут снесены!§!\n;X
rproj_EvtOptResearchDone;Хорошая работа.;X
CUSTOM_TOOLTIP_RPROJ_COST_1M;Стоимость проекта: §Y1.000.000§!\n;X
CUSTOM_TOOLTIP_RPROJ_COST_2M;Стоимость проекта: §Y2.000.000§!\n;X
CUSTOM_TOOLTIP_RPROJ_COST_4M;Стоимость проекта: §Y4.000.000§!\n;X
post_nelsonian_thought_increase_naval_maintainance;§R+100% стоимость содержания морских баз§!;X
battleship_column_doctrine_increase_naval_maintainance;§R+100% стоимость содержания морских баз§!;X
raider_group_doctrine_increase_naval_maintainance;§R+100% стоимость содержания морских баз§!;X
blue_and_brown_water_schools_increase_naval_maintainance;§R+100% стоимость содержания морских баз§!;X
high_sea_battle_fleet_increase_naval_maintainance;§R+100% стоимость содержания морских баз§!;X
early_modern_naval_doctrine_increase_naval_maintainance;§R+100% стоимость содержания морских баз§!;X
modern_naval_doctrine_increase_naval_maintainance;§R+100% стоимость содержания морских баз§!;X
ORSHA_STATE;Орша;X
regular_clothes_production;Производство обычной одежды;X
regular_clothes_production_desc;Производство обычной одежды;X
furniture_production;Производство мебели;X
furniture_production_desc;Производство мебели;X
neoprene;Неопрен;X
neoprene_desc; ;X
pharmacology;Фармакология;X
pharmacology_adj; ;X
private_banks_invention;Коммерческие банки;X
private_banks_invention_desc; ;X
corporate_charters;Корпоративные чартеры;X
corporate_charters_desc; ;X
total_productive_maintenance;Полное обслуживание оборудования;X
total_productive_maintenance_desc; ;X
glass_production;Производство стекла;X
glass_production_desc; ;X
wine_production;Производство лимонада;X
wine_production_desc; ;X
liquor_production;Производство кваса;X
liquor_production_desc; ;X
SLAVONIA_VOEVODINA_STATE;Славония-Воеводина;X
ANHALT_STATE;Ангальт;X
EAST_RHINE_STATE;Восточный Рейн;X
FRI;Восточная Фризия;X
FRI_ADJ;Фризск.;X
BMB;Бамберг;X
BMB_ADJ;Бамбергск.;X
BEG;Берг;X
BEG_ADJ;Бергск.;X
NORTH_BOHEMIA_STATE;Нижняя Богемия;X
SOUTH_BOHEMIA_STATE;Верхняя Богемия;X
SLOVENIA_STATE;Словения;X
raw_cattle;Локально: Животные товары;X
raw_coal;Локально: Уголь;X
raw_coffee;Локально: Кофе;X
raw_cotton;Локально: Хлопок;X
raw_dye;Локально: Красители;X
raw_grain;Локально: Зерно;X
raw_iron;Локально: Железо;X
raw_oil;Локально: Нефть;X
raw_opium;Локально: Опиум;X
raw_fruit;Локально: Фрукты;X
raw_rubber;Локально: Резина;X
raw_silk;Локально: Шёлк;X
raw_sulphur;Локально: Сера;X
raw_tea;Локально: Чай;X
raw_timber;Локально: Древесина;X
raw_tobacco;Локально: Табак;X
raw_tropical_wood;Локально: Тропическое дерево;X
dummy_good;ЕСЛИ ТЫ ЭТО ЧИТАЕШЬ - СКРИНШОТ РАЗРАБОТЧИКУ;X
dummy_good_2;ЕСЛИ ТЫ ЭТО ЧИТАЕШЬ - СКРИНШОТ РАЗРАБОТЧИКУ;X
CASTILE_STATE;Кастилия;X
LEON_STATE;Леон;X
GALICIA_STATE;Галисия;X
CARTAHENA_STATE;Картахена;X
ARN;Арагон;X
ARN_ADJ;Арагонск.;X
ARN_proletarian_dictatorship;Арагонский Союз Рабочих;X
ARN_democracy;Арагонская Республика;X
POITERS_STATE;Пуату;X
CHAUMONT_STATE;Шомон;X
DANZIG_STATE;Данциг;X
SCANIA_STATE;Скания;X
COU;Курляндия;X
COU_ADJ;Курляндск.;X
LOWLANDS_STATE;Южная Шотландия;X
OSLO_STATE;Осло;X
latvian;Балты;X
scottish;Шотландцы;X
BIALYSTOK_STATE;Белосток (14);X
MAZOWIA_STATE;Мазовия (9);X
port_payment_calculated_pmodifier;Расчёт содержания портов;X
SARDINIA_STATE;Сардиния;X
CORSICA_STATE;Корсика;X
research_project_spending_1;Финансирование исследовательского проекта;X
research_project_spending_2;Финансирование исследовательского проекта;X
research_project_spending_3;Финансирование исследовательского проекта;X
Port_Payment_Due_EvtOptA;Оплатить содержание;X
Port_Payment_Due_EvtOptB;Не платить;X
Port_Payment_Due_EvtName;Содержание морских баз;X
Port_Payment_Due_EvtDesc;Морские базы нужно обслуживать, иначе они изнашиваются и разрушаются.;X
naval_bases_paid_cmodifier;Содержание морских баз оплачено;X
naval_bases_paid_cmodifier_desc;По истечении модификатора нам придётся заплатить за содержание портов.;X
CUSTOM_TOOLTIP_PORT_MAINTAINANCE;С вас будет вычтена сумма равная: \n§YКоличество портов * 5000 * Ур. 1 столбика морских технологий\n§LЕСЛИ У ВАС НЕ ХВАТИТ ДЕНЕГ, УРОВЕНЬ КАЖДОГО ПОРТА, КОТОРЫЙ ВЫ НЕ ОПЛАТИЛИ БУДЕТ, УМЕНЬШЕН!§!\n\n;X
CUSTOM_TOOLTIP_PROJECT_SYNTHETIC_POLYMERS;Это исследование открывает доступ к изобретению синтетической резины.;X
CUSTOM_TOOLTIP_PROJECT_CHEMICAL_WEAPONS;Это исследование открывает доступ к изобретению химической атаки.;X
CUSTOM_TOOLTIP_PROJECT_CHEMICAL_DEFENCE;Это исследование открывает доступ к изобретению химической защиты.;X
CUSTOM_TOOLTIP_PROJECT_CHEMICAL_DEFENCE_ERROR;\n\n§RОшибка:§! Для исследования этого проекта вы должны воевать со страной, имеющей газовую атаку.;X
ResearchProject_Menu_EvtName;Научные проекты;X
ResearchProject_Menu_EvtDesc;Наведите на интересующий проект, чтобы увидеть, исследован он, или нет.;X
ResearchProject_Menu_EvtOptSyntheticPolymers;Синтетические полимеры;X
ResearchProject_Menu_EvtOptChemicalDefence;Химическая защита;X
ResearchProject_Menu_EvtOptChemicalWeapons;Химическая атака;X
open_research_projects_dec_title;§L#§B#§L#§G > §!Исследовательские проекты;X
open_research_projects_dec_desc;Наука требует трат!;X
CUSTOM_TOOLTIP_PROJECT_NOT_RESEARCHED;§RПроект не исследован§!;X
CUSTOM_TOOLTIP_PROJECT_RESEARCHED;§GПроект уже исследован§!;X
synthetic_polymers_research_project;§GНаучный проект: Синтетические полимеры§!;X
synthetic_polymers_research_project_desc;Синтетическая резина.;X
synthetic_polymers_research_project_2;§GНаучный проект: Синтетические полимеры§!;X
synthetic_polymers_research_project_2_desc;Синтетическая резина.;X
synthetic_polymers_research_project_cflag;Начато исследование проекта: Синтетические полимеры;X
chemical_weapons_research_project_cflag;Начато исследование проекта: Химическая атака;X
chemical_defence_research_project_cflag;Начато исследование проекта: Химическая защита;X
META_SPAIN;Пиринейский полуостров;X
invite_bulgaria_to_league_dec_title;@BULПригласить Болгарию в Лигу;X
invite_bulgaria_to_league_dec_desc;После успешного объединения Балканских стран в борьбе с Османами, мы должны привлечь больше стран, чтобы окончательно выгнать турок с полуострова.;X
invite_albania_to_league_dec_title;@ALBПригласить Албанию в Лигу;X
invite_albania_to_league_dec_desc;После успешного объединения Балканских стран в борьбе с Османами, мы должны привлечь больше стран, чтобы окончательно выгнать турок с полуострова.;X
constantinople_returned_EvtName;Возвращение Константинополя;X
constantinople_returned_EvtDesc;Великий город Константинополь вернулся в руки Греческого народа!;X
constantinople_returned_EvtOptA;После стольких лет.;X
BLK;Балканская Лига;X
BLK_ADJ;Балканск.;X
BLK_absolute_monarchy;Балканская Лига;X
BLK_prussian_constitutionalism;Балканская Лига;X
BLK_social_republic;Балканская СФР;X
BLK_proletarian_dictatorship;Балканский Союз;X
BLK_democracy;Балканская Федерация;X
consolidate_balkan_league_dec_title;@BLKЦентрализация Балканской Лиги;X
consolidate_balkan_league_dec_desc;С такой автономией каждого участника Лиги и без центрального командования - у нас не много шансов против Турок. Нужно сплотить всех участников, чтобы дать достойный отпор.;X
call_balkan_league_dec_title;@BLKСозвать Балканскую Лигу;X
call_balkan_league_dec_desc;Во время ослабления Османской империи Сербия, укрепившая свою автономию после восстаний начала XIX века, пытается утвердиться как лидер освободительного движения на Балканах. Она обращается к Молдавии и Валахии — дунайским княжествам под османским сюзеренитетом, но фактически под влиянием России — с призывом объединиться в борьбе против турок под сербским началом.;X
vassal_annex_cooldown_cmod;Откат: Интеграция вассала;X
vassal_annex_cooldown_cmod_desc;Мы не можем аннексировать субъекты до конца действия этого модификатора.;X
remove_sa_EvtName;Южная Америка;X
remove_sa_EvtDesc;Оффлимит на южную америку? Колумбия, Эквадор и Венесуэла остаются на карте.;X
remove_sa_EvtOptA;Оставить Южную Америку;X
remove_sa_EvtOptB;Удалить Южную Америку;X
unite_with_montenegro_dec_title;@MONОбъединение с Черногорией;X
unite_with_montenegro_dec_desc;В XIX веке идея объединения Сербии и Черногории возникла из стремления восстановить единство сербского народа. Однако из-за соперничества династий и противодействия великих держав объединение не состоялось. Реально оно произошло лишь в 1918 году, когда Черногория вошла в состав Югославии.;X
first_health_reform_inv;§GПервый уровень здравоохранения;X
second_health_reform_inv;§GВторой уровень здравоохранения;X
third_health_reform_inv;§GТретий уровень здравоохранения;X
fourth_health_reform_inv;§GЧетвёртый уровень здравоохранения;X
colonial_railway_nerf_1_pmod;Нерф колониальных ЖД: уровень 1;X
colonial_railway_nerf_2_pmod;Нерф колониальных ЖД: уровень 2;X
colonial_railway_nerf_3_pmod;Нерф колониальных ЖД: уровень 3;X
colonial_railway_nerf_4_pmod;Нерф колониальных ЖД: уровень 4;X
colonial_railway_nerf_5_pmod;Нерф колониальных ЖД: уровень 5;X
colonial_railway_nerf_6_pmod;Нерф колониальных ЖД: уровень 6;X
colonial_railway_nerf_7_pmod;Нерф колониальных ЖД: уровень 7;X
CUSTOM_TOOLTIP_RELEASE_POPE;§GПапская Область получит регион Лацио. Мы сможем аннексировать их с помощью решения §YЗакон о Гарантиях§!\n;X
italy_declines_EvtName;Италия не подчиняется;X
italy_declines_EvtDesc;Они отвергли ультиматум и продолжили оккупацию Рима.;X
italy_declines_EvtOptA;Надеемся, это стоило того.;X
italy_submits_EvtName;Италия подчиняется;X
italy_submits_EvtDesc;Итальянцы послушались и Папа Римский получил автономию.;X
italy_submits_EvtOptA;Гол!;X
pope_annexed_EvtName;Рим захвачен!;X
pope_annexed_EvtDesc;Папа Римский лишился самого Рима. Это недопустимый исход для католического мира и наших позиций в регионе. Итальянские националисты считают, что могут делать всё, что угодно!;X
pope_annexed_EvtOptA;Отправить им ультиматум.;X
pope_annexed_EvtOptB;Нас не интересует Папа Римский.;X
austria_interferes_EvtName;Вопрос папства;X
austria_interferes_EvtDesc;Наше владение вечным городом не понравилось Австрии - самопровозглашённому защитнику католического мира. Правда, эта протекция распространяется только на наш полуостров. Они требуют вернуть Папе Римскому его место.;X
austria_interferes_EvtOptAccept;Мы договоримся с Папой.;X
pope_annexed_EvtOptDecline;Нация выше религии!;X
CUSTOM_TOOLTIP_SAR;\nСардиния;X
CUSTOM_TOOLTIP_PAR;\nПарма;X
CUSTOM_TOOLTIP_LUC;\nЛукка;X
CUSTOM_TOOLTIP_MOD;\nМодена;X
CUSTOM_TOOLTIP_PAP;\nПапская область;X
CUSTOM_TOOLTIP_VEN;\nВенеция;X
CUSTOM_TOOLTIP_LOM;\nЛомбардия;X
CUSTOM_TOOLTIP_TUS;\nТоскана;X
CUSTOM_TOOLTIP_SIC;\nСицилия;X
italian_nationalism_tip_dec_title;@ITA§RНационализм в регионе Италия;X
italian_nationalism_tip_dec_desc;Это НЕ РЕШЕНИЕ, а индикатор. Он пропадёт когда мы сформируем Италию.;X
CUSTOM_TOOLTIP_ITALIAN_NATIONALISM_POSITIVE;\n§GНационализм исследован§!;X
CUSTOM_TOOLTIP_ITALIAN_NATIONALISM_NEGATIVE;\n§RНационализм НЕ исследован§!;X
stagnant_army_cflag;Стагнирующая армия;X
france_reform_army_dec_title;@FRA Военная реформа;X
france_reform_army_dec_desc;Избавиться от модификатора §RСтагнирующая армия§!, блокирующего нашу военную реформу.;X
stagnant_army_cmod;Стагнирующая армия;X
stagnant_army_cmod_desc;§RМы не можем поменять реформу §YСтруктура армии§R пока действует модификатор!§!;X
annoyance_cooldown_modifier;Откат ивента;X
Sphere_Colonize_EvtName;Утверджение влияния в державе $FROMCOUNTRY$;X
Sphere_Colonize_EvtDesc;Африканская держава $FROMCOUNTRY$ находится в нашей сфере влияния. Наши дешёвые товары уже проникли в деревни этой страны, и мы уже некоторое время доминируем над примитивной экономикой этой страны. $MONARCHTITLE$, пришло ли время юридически взять эти земли под свой мандат?;X
Sphere_Colonize_EvtOptDecline;Ещё не время.;X
Sphere_Colonize_EvtOptAccept;Да, утвердить наше господство.;X
german_self_conscience_cflag;Германское национальное самосознание;X
Scandinavian_Nationalism_EvtOptA;За единение!;X
Scandinavian_Nationalism_EvtName;Скандинавский национализм;X
Scandinavian_Nationalism_EvtDesc;Идея единой Скандинавии набирает силу среди народов Севера. Поэты и учёные провозглашают братство датчан, шведов и норвежцев, напоминая о славном прошлом викингов и общем культурном наследии. В университетах и салонах звучат речи о необходимости объединения, а молодёжь с энтузиазмом чертит карты будущего государства. Но есть и те, кто опасается последствий: правящие элиты боятся потерять власть, а великие державы Европы с подозрением наблюдают за движением.;X
CUSTOM_TOOLTIP_SCA_NATIONALISM;Будут получены претензии на все державы §Yскандинавск.§! культуры.;X
CUSTOM_REQUIREMENT_FORMGERMANY;Для формирования §YГермании§! необходимо выполнять следующие условия:\n    §L1.§! Исследована технология §Lпан-национализм§!\n    §L2. §!У вас §Yво владении§!, §Yв сфере§! или же §Yв составе субъекта§! следующие регионы:\n        - Бранденбург\n        - Шлезвиг-Гольштейн\n        - Ганновер\n        - Бавария\n        - Вюртемберг\n        - Баден\n        - Саксония\n        - Западная Померания\n        - Северный Рейн\n        - Гессен-Нассау\n(§GТекст ниже можете не читать. Если вы не можете нажать решение - вы не удовлетворяете описанным выше условиям. Если вы уверены, что вы им удовлетворяете, но решение всё равно недоступно - сообщите разработчику.§!);X
CUSTOM_TOOLTIP_TAXWAR;Субъекту будет объявлена фиктивная война - вы сразу же получите полный контроль над его провинциями и сможете заключить мир за репарации в этот же день.\n\n;X
SGF_Formed_EvtName;Южная Германия объединяется!;X
